clock,screen,label,displayed_tiefe,carriage,offset,displayed_spann,klemmdruck,panel,displayed_vol
16:27:05,verpressen,au 1,42.22,0.799167,41.421,3964.97,3964.966659,gruen,666
16:27:11,verpressen,au 1,42.22,0.799167,41.421,,3964.966659,gelb,666
16:27:16,verpressen,au 1,42.22,0.799167,41.421,,3962.2322,gelb,666
16:27:21,verpressen,au 1,42.22,0.799167,41.421,3963.6,3963.599429,gelb,666
16:27:26,verpressen,au 1,42.22,0.799167,41.421,,3961.646245,gelb,666
16:27:30,verpressen,au 1,42.22,0.799167,41.421,,3960.864971,gelb,666
16:27:36,verpressen,au 1,42.22,0.799167,41.421,3960.47,3960.864971,gruen,666
16:27:41,verpressen,au 1,42.22,0.799167,41.421,,3959.69306,gelb,666
16:27:46,verpressen,au 1,42.22,0.799167,41.421,3960.47,3960.864971,gruen,666
16:27:49,verpressen,au 1,42.22,0.799167,41.421,,3959.107105,gelb,666
16:27:55,verpressen,au 1,42.22,0.799167,41.421,3959.5,3959.107105,gruen,666
16:28:01,verpressen,au 1,42.22,0.799167,41.421,3956.96,3956.958602,gruen,666
16:28:06,verpressen,au 1,42.22,0.799167,41.421,3957.74,3957.15392,gruen,666
16:28:10,verpressen,au 1,42.22,0.799167,41.421,,3955.591372,gelb,666
16:28:16,verpressen,au 1,42.22,0.799167,41.421,3955.01,3955.396054,gelb,666
16:28:21,verpressen,au 1,42.22,0.799167,41.421,3952.86,3955.005417,gruen,666
16:28:26,verpressen,au 1,42.22,0.799167,41.421,3952.66,3952.661596,gelb,666
16:28:31,verpressen,au 1,42.22,0.799167,41.421,3951.1,3951.880322,gruen,666
16:28:36,verpressen,au 1,42.22,0.799167,41.421,,3951.489685,gelb,666
16:28:41,verpressen,au 1,42.22,0.799167,41.421,3950.51,3948.364589,gruen,666
16:28:45,verpressen,au 1,42.22,0.799167,41.421,,3947.973952,gelb,666
16:28:51,verpressen,au 1,42.22,0.799167,41.421,3946.8,3946.802042,gruen,666
16:28:56,verpressen,au 1,42.22,0.799167,41.421,3946.8,3946.020768,gelb,666
16:29:01,verpressen,au 1,42.22,0.799167,41.421,3944.26,3942.505036,gelb,666
16:29:05,verpressen,au 1,42.22,0.799167,41.421,,3943.286309,gelb,666
16:29:10,verpressen,au 1,42.22,0.799167,41.421,,3941.528443,gelb,666
16:29:16,verpressen,au 1,42.22,0.799167,41.421,,3939.575259,gelb,666
16:29:20,verpressen,au 1,42.22,0.799167,41.421,3939.97,3940.161214,gruen,666
16:29:26,verpressen,au 1,42.22,0.799167,41.421,3940.16,3940.161214,gruen,666
16:29:31,verpressen,au 1,42.22,0.799167,41.421,3940.75,3939.965896,gelb,666
16:29:36,verpressen,au 1,42.22,0.799167,41.421,3939.38,3939.965896,gruen,666
16:29:41,verpressen,au 1,42.22,0.799167,41.421,3940.16,3940.161214,gelb,666
16:29:46,verpressen,au 1,42.22,0.799167,41.421,3940.75,3938.208029,gruen,666
16:29:49,verpressen,au 1,42.22,0.799167,41.421,3939.18,3939.184622,gruen,666
16:29:56,verpressen,au 1,42.22,0.799167,41.421,3939.38,3939.37994,gruen,666
16:30:01,verpressen,au 1,42.22,0.799167,41.421,,3937.817392,gelb,666
16:30:05,verpressen,au 1,42.22,0.799167,41.421,3938.4,3938.989303,gruen,666
16:30:11,verpressen,au 1,42.22,0.799167,41.421,,3936.645482,gelb,666
16:30:16,verpressen,au 1,42.22,0.799167,41.421,3938.4,3937.622074,gruen,666
16:30:21,verpressen,au 1,42.22,0.799167,41.421,3932.93,3932.934431,gruen,666
16:30:26,verpressen,au 1,42.22,0.799167,41.421,3935.08,3936.254845,gelb,666
16:30:30,verpressen,au 1,42.22,0.799167,41.421,3935.86,3936.450163,gruen,666
16:30:36,verpressen,au 1,42.22,0.799167,41.421,3935.28,3935.278253,gelb,666
16:30:40,verpressen,au 1,42.22,0.799167,41.421,,3935.668889,gelb,666
16:30:45,verpressen,au 1,42.22,0.799167,41.421,,3935.864208,gelb,666
16:30:51,verpressen,au 1,42.22,0.799167,41.421,3934.3,3934.30166,gruen,666
16:30:56,verpressen,au 1,42.22,0.799167,41.421,,3934.496979,gelb,666
16:31:01,verpressen,au 1,42.22,0.799167,41.421,3933.13,3933.715705,gruen,666
16:31:06,verpressen,au 1,42.22,0.799167,41.421,,3933.520386,gelb,666
16:31:12,verpressen,au 1,42.22,0.799167,41.421,3932.35,3932.934431,gruen,666
16:31:15,verpressen,au 1,42.22,0.799167,41.421,3929.42,3929.418699,gruen,666
16:31:21,verpressen,au 1,42.22,0.799167,41.421,3932.54,3931.76252,gruen,666
16:31:25,verpressen,au 1,42.22,0.799167,41.421,3930.79,3932.348476,gruen,666
16:31:30,verpressen,au 1,42.22,0.799167,41.421,,3932.739113,gelb,666
16:31:35,verpressen,au 1,42.22,0.799167,41.421,3931.18,3932.543794,gelb,666
16:31:40,verpressen,au 1,42.22,0.799167,41.421,,3931.957839,gelb,666
16:31:46,verpressen,au 1,42.22,0.799167,41.421,3931.96,3931.76252,gruen,666
16:31:51,verpressen,au 1,42.22,0.799167,41.421,,3932.348476,gelb,666
16:31:56,verpressen,au 1,42.22,0.799167,41.421,3930.4,3930.395291,gruen,666
16:32:01,verpressen,au 1,42.22,0.799167,41.421,,3931.76252,gelb,666
16:32:07,verpressen,au 1,42.22,0.799167,41.421,3932.15,3931.176565,gruen,666
16:32:11,verpressen,au 1,42.22,0.799167,41.421,3932.35,3933.129749,gelb,666
16:32:16,verpressen,au 1,42.22,0.799167,41.421,3928.83,3932.543794,gruen,666
16:32:20,verpressen,au 1,42.22,0.799167,41.421,,3929.809336,gelb,666
16:32:26,verpressen,au 1,42.22,0.799167,41.421,3930.4,3930.395291,gruen,666
16:32:30,verpressen,au 1,42.22,0.799167,41.421,,3930.395291,gelb,666
16:32:36,verpressen,au 1,42.22,0.799167,41.421,3932.15,3931.76252,gruen,666
16:32:41,verpressen,au 1,42.22,0.799167,41.421,3930.0,3930.004654,gruen,666
16:32:46,verpressen,au 1,42.22,0.799167,41.421,,3931.957839,gelb,666
16:32:51,verpressen,au 1,42.22,0.799167,41.421,3930.98,3930.981246,gruen,666
16:32:56,verpressen,au 1,42.22,0.799167,41.421,,3931.957839,gelb,666
16:33:02,verpressen,au 1,42.22,0.799167,41.421,3930.79,3929.028062,gruen,666
16:33:06,verpressen,au 1,42.22,0.799167,41.421,3930.59,3930.590609,gelb,666
16:33:12,verpressen,au 1,42.22,0.799167,41.421,3932.15,3931.76252,gruen,666
16:33:16,verpressen,au 1,42.22,0.799167,41.421,3933.91,3933.911023,gelb,666
16:33:21,verpressen,au 1,42.22,0.799167,41.421,3931.18,3931.176565,gruen,666
16:33:26,verpressen,au 1,42.22,0.799167,41.421,,3932.153157,gelb,666
16:33:31,verpressen,au 1,42.22,0.799167,41.421,3931.76,3931.76252,gruen,666
16:33:36,verpressen,au 1,42.22,0.799167,41.421,,3930.981246,gelb,666
16:33:40,verpressen,au 1,42.22,0.799167,41.421,3931.96,3931.957839,gruen,666
16:33:46,verpressen,au 1,42.22,0.799167,41.421,,3933.325068,gelb,666
16:33:50,verpressen,au 1,42.22,0.799167,41.421,,3932.153157,gelb,666
16:33:56,verpressen,au 1,42.22,0.799167,41.421,3931.76,3932.739113,gruen,666
16:34:01,verpressen,au 1,42.22,0.799167,41.421,3930.79,3930.199973,gelb,666
16:34:06,verpressen,au 1,42.22,0.799167,41.421,3931.18,3932.934431,gruen,666
16:34:11,verpressen,au 1,42.22,0.799167,41.421,3929.61,3930.199973,gelb,666
16:34:15,verpressen,au 1,42.22,0.799167,41.421,,3915.746406,gelb,666
16:34:22,verpressen,au 1,42.22,0.799167,41.421,3915.16,3914.574496,gelb,666
16:34:26,verpressen,au 1,42.22,0.799167,41.421,3924.34,3924.340419,gruen,666
16:34:30,verpressen,au 1,42.22,0.799167,41.421,3920.82,3925.512329,gruen,666
16:34:35,verpressen,au 1,42.22,0.799167,41.421,3920.43,3924.926374,gruen,666
16:34:41,verpressen,au 1,42.22,0.799167,41.421,,3919.457457,gelb,666
16:34:46,verpressen,au 1,42.22,1.89,40.33,3933.13,3934.106342,gruen,666
16:34:50,verpressen,au 1,42.22,4.860833,37.359,3925.12,3933.520386,gruen,666
16:34:56,verpressen,au 1,42.22,6.558333,35.662,3920.82,3920.824686,gelb,666
16:35:01,verpressen,au 1,42.22,6.558333,35.662,3917.89,3918.676183,gruen,666
16:35:06,verpressen,au 1,42.22,6.558333,35.662,3920.04,3918.285546,gelb,666
16:35:10,verpressen,au 1,42.22,6.558333,35.662,,3921.410642,gelb,666
16:35:16,verpressen,au 1,42.22,6.558333,35.662,3919.46,3921.020005,gruen,666
16:35:21,verpressen,au 1,42.22,6.558333,35.662,3915.16,3919.06682,gruen,666
16:35:25,verpressen,au 1,42.22,6.558333,35.662,3918.87,3920.43405,gruen,666
16:35:31,verpressen,au 1,42.22,6.558333,35.662,3919.46,3919.457457,gruen,666
16:35:36,verpressen,au 1,42.22,6.558333,35.662,3919.46,3920.043413,gelb,666
16:35:40,verpressen,au 1,42.22,6.558333,35.662,,3921.801279,gelb,666
16:35:45,verpressen,au 1,42.22,6.558333,35.662,3919.26,3919.06682,gruen,666
16:35:51,verpressen,au 1,42.22,6.558333,35.662,3917.31,3917.308954,gruen,666
16:35:56,verpressen,au 1,42.22,6.558333,35.662,,3918.480865,gelb,666
16:36:00,verpressen,au 1,42.22,6.558333,35.662,,3919.262139,gelb,666
16:36:06,verpressen,au 1,42.22,6.558333,35.662,3918.09,3919.457457,gruen,666
16:36:11,verpressen,au 1,42.22,6.558333,35.662,,3916.52768,gelb,666
16:36:17,verpressen,au 1,42.22,6.558333,35.662,3918.29,3924.340419,gruen,666
16:36:21,verpressen,au 1,42.22,3.918333,38.302,3926.68,3927.856151,gelb,666
16:36:26,verpressen,au 1,42.22,3.285,38.935,3921.8,3922.582553,gruen,666
16:36:31,verpressen,au 1,42.22,3.285,38.935,,3922.973189,gelb,666
16:36:36,verpressen,au 1,42.22,3.285,38.935,3924.15,3925.317011,gruen,666
16:36:42,verpressen,au 1,42.22,3.486667,38.733,3929.03,3927.270196,gelb,666
16:36:45,verpressen,au 1,42.22,3.584167,38.636,,3927.465514,gelb,666
16:36:51,verpressen,au 1,42.22,3.605,38.615,3918.87,3923.754463,gruen,666
16:36:54,verpressen,au 1,42.22,3.605,38.615,3920.82,3922.191916,gruen,666
16:37:01,verpressen,au 1,42.22,3.605,38.615,3924.54,3924.535737,gruen,666
16:37:06,verpressen,Au 1,42.22,3.605,38.615,3922.97,3925.902966,gruen,666
16:37:10,verpressen,Au 1,42.22,5.034167,37.186,3925.51,3925.512329,gruen,666
16:37:15,verpressen,Au 1,42.2,4.8675,37.333,,1875.645085,keine,666
16:37:15,verpressen,Au 1,42.2,4.8675,37.333,,1875.645085,keine,666
16:37:15,verpressen,Au 1,42.2,4.8675,37.333,,1875.645085,keine,666
16:37:30,verpressen,Au 1,40.36,-0.053333,40.413,,1668.412198,keine,666
16:37:36,verpressen,Au 1,40.03,-0.925833,40.956,,4775.928907,gelb,666
16:37:39,verpressen,Au 1,40.03,-1.2475,41.278,,4538.616977,gelb,666
16:37:45,verpressen,Au 1,40.03,-4.008333,44.038,,4328.063677,gelb,666
16:37:51,verpressen,Au 1,40.03,-4.269167,44.299,4198.18,4198.958174,gelb,666
16:37:56,verpressen,Au 1,40.03,-4.269167,44.299,,4191.145436,gelb,666
16:38:00,verpressen,Au 1,40.03,-4.269167,44.299,,4183.918653,gelb,666
16:38:06,verpressen,Au 1,40.03,-4.269167,44.299,,4174.543367,gelb,666
16:38:11,verpressen,Au 1,40.03,-4.269167,44.299,4164.58,4168.879131,gruen,666
16:38:16,verpressen,Au 1,40.03,-4.269167,44.299,4165.95,4165.949355,gruen,666
16:38:21,verpressen,Au 1,40.03,-4.269167,44.299,4159.31,4159.503845,gruen,666
16:38:26,verpressen,Au 1,40.03,-4.269167,44.299,4155.4,4157.745979,gruen,666
16:38:31,verpressen,Au 1,40.03,-4.269167,44.299,4157.75,4153.448973,gelb,666
16:38:36,verpressen,Au 1,40.03,-4.269167,44.299,4151.3,4152.667699,gruen,666
16:38:42,verpressen,Au 1,40.03,-4.269167,44.299,4150.71,4149.542604,gelb,666
16:38:46,verpressen,Au 1,40.03,-4.269167,44.299,4150.32,4148.76133,gruen,666
16:38:50,verpressen,Au 1,40.03,-4.269167,44.299,4146.42,4146.417508,gruen,666
16:38:56,verpressen,Au 1,40.03,-5.625833,45.656,4156.96,4154.816202,gruen,666
16:39:00,verpressen,Au 1,40.03,-4.230833,44.261,4164.39,4164.386807,gruen,666
16:39:06,verpressen,Au 1,40.03,4.24,35.79,4162.43,4162.433622,gelb,666
16:39:11,verpressen,Au 1,40.01,4.388333,35.622,,1827.401425,keine,666
16:39:16,verpressen,Au 1,38.74,0.648333,38.092,,1684.232994,keine,666
16:39:21,verpressen,Au 1,38.05,-0.895,38.945,5108.36,4895.463805,gruen,666
16:39:25,verpressen,Au 1,38.05,-1.065,39.115,4490.57,4490.568636,gruen,666
16:39:31,verpressen,Au 1,38.05,-1.2225,39.272,,4267.710273,gelb,666
16:39:36,verpressen,Au 1,38.05,-1.2225,39.272,,4254.233299,gelb,666
16:39:40,verpressen,Au 1,38.05,-1.2225,39.272,4240.17,4240.17037,gelb,666
16:39:45,verpressen,Au 1,38.05,-1.2225,39.272,4240.17,4240.17037,gruen,666
16:39:51,verpressen,Au 1,38.05,-1.2225,39.272,4230.21,4233.920179,gruen,666
16:39:54,verpressen,Au 1,38.05,-1.369167,39.419,4237.83,4237.826548,gruen,666
16:40:00,verpressen,Au 1,38.05,-4.730833,42.781,,4243.295465,gelb,666
16:40:06,verpressen,Au 1,38.05,-2.3825,40.432,,4240.756325,gelb,666
16:40:10,verpressen,Au 1,38.05,2.835833,35.214,4252.28,4249.936293,gruen,666
16:40:16,verpressen,Au 1,37.95,4.053333,33.897,,1827.596744,keine,666
16:40:19,verpressen,Au 1,37.0,1.433333,35.567,,1723.492004,keine,666
16:40:24,verpressen,Au 1,36.04,-0.965833,37.006,,2169.208731,keine,666
16:40:31,verpressen,Au 1,36.04,-1.28,37.32,4471.43,4439.199881,gelb,666
16:40:35,verpressen,Au 1,36.04,-2.265,38.305,4346.62,4346.618931,gruen,666
16:40:41,verpressen,Au 1,36.04,3.456667,32.583,4341.15,4341.150014,gruen,666
16:40:46,verpressen,Au 1,36.02,4.0725,31.948,,1917.247917,keine,666
16:40:51,verpressen,Au 1,34.22,-0.845833,35.066,,1735.40643,keine,666
16:40:56,verpressen,Au 1,34.12,-1.155833,35.276,4396.82,4368.29928,gruen,666
16:41:00,verpressen,Au 1,34.12,-1.224167,35.344,,4225.521485,gelb,666
16:41:05,verpressen,Au 1,34.12,-1.255833,35.376,4210.68,4210.677282,gruen,666
16:41:11,verpressen,Au 1,34.12,1.063333,33.057,,4215.560244,gelb,666
16:41:15,verpressen,Au 1,34.12,4.569167,29.551,4223.76,4219.85725,gelb,666
16:41:20,verpressen,Au 1,32.96,0.549167,32.411,,1776.423307,keine,666
16:41:25,verpressen,Au 1,32.11,-0.884167,32.994,4669.68,4494.475005,gruen,666
16:41:30,verpressen,Au 1,32.11,-1.195833,33.306,4215.76,4226.693396,gruen,666
16:41:36,verpressen,Au 1,32.11,-1.340833,33.451,4199.54,4197.00499,gelb,666
16:41:40,verpressen,Au 1,32.11,-2.714167,34.824,,4196.028397,gelb,666
16:41:45,verpressen,Au 1,32.11,4.231667,27.878,,4192.317347,gelb,666
16:41:51,verpressen,Au 1,31.23,0.6725,30.558,,1792.439421,keine,666
16:41:56,verpressen,Au 1,30.16,-0.964167,31.124,4380.41,4392.909406,gelb,666
16:42:01,verpressen,Au 1,30.16,-1.324167,31.484,,3968.677709,gelb,666
16:42:05,verpressen,Au 1,30.16,-1.324167,31.484,,3927.074877,gelb,666
16:42:10,verpressen,Au 1,30.16,-1.324167,31.484,3921.61,3921.60596,gelb,666
16:42:15,verpressen,Au 1,30.16,-2.2925,32.453,3938.21,3937.622074,gruen,666
16:42:19,verpressen,Au 1,30.16,3.779167,26.381,,3927.660833,gelb,666
16:42:26,verpressen,Au 1,30.16,4.015833,26.144,3918.29,3921.410642,gelb,672
16:42:30,verpressen,Au 1,30.16,4.030833,26.129,,3918.090228,gelb,676
16:42:35,verpressen,Au 1,30.16,4.030833,26.129,3912.62,3913.207266,gruen,686
16:42:41,verpressen,Au 1,30.16,4.030833,26.129,3908.32,3908.324305,gelb,694
16:42:45,verpressen,Au 1,30.16,4.030833,26.129,3906.37,3905.19921,gruen,700
16:42:50,verpressen,Au 1,30.16,4.030833,26.129,,3902.269433,gelb,708
16:42:56,verpressen,Au 1,30.16,4.030833,26.129,,3899.339656,gelb,7171
16:43:01,verpressen,Au 1,30.16,4.030833,26.129,3896.02,3896.605197,gruen,724
16:43:05,verpressen,Au 1,30.16,4.030833,26.129,3892.89,3892.50351,gruen,7321
16:43:10,verpressen,Au 1,30.16,4.030833,26.129,,3889.96437,gelb,738
16:43:15,verpressen,Au 1,30.16,4.030833,26.129,,3885.472045,gelb,746
16:43:20,verpressen,Au 1,30.16,4.030833,26.129,3885.08,3883.51886,gruen,754
16:43:26,verpressen,Au 1,29.98,3.785,26.195,,1825.448241,keine,7561
16:43:32,verpressen,Au 1,29.06,1.210833,27.849,,1684.232994,keine,7561
16:43:33,verpressen,Au 1,28.99,0.833333,28.157,,1679.154714,keine,7561
16:43:41,verpressen,Au 1,28.29,-0.8225,29.113,,1656.888409,keine,7561
16:43:45,verpressen,Au 1,28.17,-0.964167,29.134,,4618.111591,gelb,7561
16:43:51,verpressen,Au 1,28.17,-1.456667,29.627,4205.21,4205.989639,gruen,7561
16:43:54,verpressen,Au 1,28.17,-4.970833,33.141,4202.86,4202.473907,gruen,7561
16:44:00,verpressen,Au 1,28.17,-6.655833,34.826,4182.55,4182.551424,gruen,7561
16:44:06,verpressen,Au 1,28.17,-3.974167,32.144,4181.38,4180.402921,gelb,7561
16:44:10,verpressen,Au 1,28.17,0.283333,27.887,4173.76,4175.910596,gruen,7561
16:44:15,verpressen,Au 1,28.17,0.211667,27.958,,4177.082507,gelb,7561
16:44:20,verpressen,Au 1,28.17,2.3075,25.863,,4199.934767,gelb,7561
16:44:25,verpressen,Au 1,28.17,4.545833,23.624,,2108.074053,keine,7561
16:44:30,verpressen,Au 1,26.8,1.131667,25.668,,1734.820475,keine,7561
16:44:35,verpressen,Au 1,26.19,-0.919167,27.109,,4233.920179,gelb,7561
16:44:41,verpressen,Au 1,26.19,-1.085,27.275,3727.85,3727.850047,gruen,7561
16:44:45,verpressen,Au 1,26.19,-1.134167,27.324,3714.96,3711.05266,gruen,7561
16:44:51,verpressen,Au 1,26.19,-1.341667,27.532,3590.54,3582.92375,gelb,7561
16:44:55,verpressen,Au 1,26.19,-5.524167,31.714,3587.03,3587.025437,gruen,7561
16:45:00,verpressen,Au 1,26.19,0.121667,26.068,,3579.798654,gelb,7561
16:45:04,verpressen,Au 1,26.19,4.1975,21.992,,3577.454833,gelb,7561
16:45:11,verpressen,Au 1,26.19,4.454167,21.736,,1795.564516,keine,7561
16:45:16,verpressen,Au 1,24.58,-0.990833,25.571,,1693.412961,keine,7561
16:45:18,verpressen,Au 1,24.22,-0.991667,25.212,5005.43,5036.483734,gruen,7561
16:45:26,verpressen,Au 1,24.22,-1.380833,25.601,4135.87,4135.479675,gruen,7561
16:45:30,verpressen,Au 1,24.22,-1.380833,25.601,,4122.393338,gelb,7561
16:45:36,verpressen,Au 1,24.22,-1.380833,25.601,4107.74,4108.13509,gruen,7561
16:45:41,verpressen,Au 1,24.22,-1.380833,25.601,,4100.322352,gelb,7561
16:45:45,verpressen,Au 1,24.22,-1.380833,25.601,4093.1,4095.830027,gruen,7561
16:45:50,verpressen,Au 1,24.22,-1.4775,25.697,4113.02,4113.018052,gruen,7561
16:45:56,verpressen,Au 1,24.22,2.42,21.8,4104.03,4104.619358,gruen,7561
16:46:00,verpressen,Au 1,24.22,4.434167,19.786,,2152.216025,keine,7561
16:46:06,verpressen,Au 1,22.27,-0.929167,23.199,4814.02,4985.114978,gelb,756
16:46:11,verpressen,Au 1,22.27,-1.264167,23.534,4349.55,4316.735206,gruen,7561
16:46:15,verpressen,Au 1,22.27,-1.264167,23.534,,4174.543367,gelb,7561
16:46:20,verpressen,Au 1,22.27,-1.264167,23.534,4162.43,4162.042985,gruen,7561
16:46:26,verpressen,Au 1,22.27,-1.264167,23.534,4153.84,4153.448973,gelb,7561
16:46:30,verpressen,Au 1,22.27,-3.11,25.38,4173.18,4173.176138,gruen,7561
16:46:36,verpressen,Au 1,22.27,4.565,17.705,4193.49,4193.489257,gelb,7561
16:46:41,verpressen,Au 1,21.53,0.675,20.855,,1802.791299,keine,7561
16:46:45,verpressen,Au 1,20.25,-1.018333,21.268,,4159.308527,gelb,7561
16:46:50,verpressen,Au 1,20.25,-1.063333,21.313,,4314.391385,gelb,7561
16:46:55,verpressen,Au 1,20.25,-1.26,21.51,,4202.278588,gelb,7561
16:47:00,verpressen,Au 1,20.25,-1.26,21.51,4192.12,4192.512665,gruen,7561
16:47:06,verpressen,Au 1,20.25,-0.321667,20.572,,4191.145436,gelb,7561
16:47:10,verpressen,Au 1,20.25,4.455,15.795,4198.76,4198.762856,gruen,7561
16:47:15,verpressen,Au 1,19.28,0.3375,18.943,,1794.197287,keine,7561
16:47:21,verpressen,Au 1,18.27,-1.1425,19.413,4537.64,4484.904401,gelb,7561
16:47:25,verpressen,Au 1,18.27,-1.560833,19.831,4157.94,4157.941298,gruen,7561
16:47:31,verpressen,Au 1,18.27,-1.6025,19.872,4128.25,4128.252892,gelb,7561
16:47:36,verpressen,Au 1,18.27,0.911667,17.358,4134.7,4133.917127,gruen,7561
16:47:40,verpressen,Au 1,18.27,4.415833,13.854,,4155.206839,gelb,7561
16:47:46,verpressen,Au 1,17.3,-0.62,17.92,,1799.080248,keine,7561
16:47:50,verpressen,Au 1,16.34,-0.9,17.24,,4505.022202,gelb,7561
16:47:56,verpressen,Au 1,16.34,-1.229167,17.569,,4118.877606,gelb,7561
16:48:00,verpressen,Au 1,16.34,-1.229167,17.569,4110.67,4107.549135,gruen,7561
16:48:00,verpressen,Au 1,16.34,-1.229167,17.569,4110.67,4107.549135,gruen,7561
16:48:00,verpressen,Au 1,16.34,-1.229167,17.569,4110.67,4107.549135,gruen,7561
16:48:00,verpressen,Au 1,16.34,-1.229167,17.569,4110.67,4107.549135,gruen,7561
16:48:51,verpressen,Au 1,12.82,-0.534167,13.354,,1700.835063,keine,7561
16:48:55,verpressen,Au 1,12.37,-1.011667,13.382,4490.96,4512.248985,gruen,7561
16:49:00,verpressen,Au 1,12.37,-1.351667,13.722,4185.48,4175.519959,gruen,7561
16:49:06,verpressen,Au 1,12.37,-1.351667,13.722,,4153.83961,gelb,7561
16:49:10,verpressen,Au 1,12.37,-2.091667,14.462,4155.79,4154.230247,gruen,7561
16:49:15,verpressen,Au 1,12.37,3.5275,8.842,4149.93,4147.784738,gruen,7561
16:49:21,verpressen,Au 1,12.11,3.211667,8.898,,1808.650853,keine,7561
16:49:25,verpressen,Au 1,10.44,-0.466667,10.907,,1700.835063,keine,7561
16:49:31,verpressen,Au 1,10.32,-1.3375,11.658,4512.44,4471.622745,gelb,7561
16:49:35,verpressen,Au 1,10.32,-1.430833,11.751,4175.13,4177.863781,gruen,7561
16:49:41,verpressen,Au 1,10.32,-1.499167,11.819,,4169.07445,gelb,7561
16:49:46,verpressen,Au 1,10.32,1.883333,8.437,4178.45,4178.449736,gruen,756
16:49:50,verpressen,Au 1,10.32,4.429167,5.891,,2369.996109,keine,7561
16:49:56,verpressen,Au 1,8.38,-0.935833,9.316,4180.4,4180.402921,gruen,7561
16:50:01,verpressen,Au 1,8.38,-1.295833,9.676,,4243.100146,gelb,7561
16:50:05,verpressen,Au 1,8.38,-1.295833,9.676,4049.15,4049.539552,gelb,7561
16:50:11,verpressen,Au 1,8.38,-1.295833,9.676,,4033.914075,gelb,7561
16:50:16,verpressen,Au 1,8.38,-2.973333,11.353,4037.43,4046.02382,gelb,7561
16:50:20,verpressen,Au 1,8.38,3.938333,4.442,,4050.320826,gelb,7561
16:50:26,verpressen,Au 1,8.38,4.566667,3.813,,1942.443999,keine,7561
16:50:30,verpressen,Au 1,6.47,-0.783333,7.253,,1750.836589,keine,7561
16:50:35,verpressen,Au 1,6.44,-1.034167,7.474,,4176.496551,gelb,7561
16:50:41,verpressen,Au 1,6.44,-1.189167,7.629,4060.67,4060.672704,gruen,7561
16:50:44,verpressen,Au 1,6.44,-1.189167,7.629,4055.01,4055.008469,gruen,7561
16:50:50,verpressen,Au 1,6.44,-2.324167,8.764,4056.77,4056.766335,gelb,7561
16:50:56,verpressen,Au 1,6.44,4.598333,1.842,,1891.661199,keine,7561
16:51:00,verpressen,Au 1,4.68,-0.95,5.63,,1763.532289,keine,7561
16:51:06,verpressen,Au 1,4.43,-1.3025,5.732,4407.36,4385.877941,gelb,7561
16:51:07,verpressen,Au 1,4.43,-1.3575,5.787,4341.74,4317.907117,gruen,7561
16:51:16,verpressen,Au 1,4.43,-1.39,5.82,4207.16,4210.091327,gelb,7561
16:51:21,verpressen,Au 1,4.43,-1.45,5.88,4209.9,4208.33346,gruen,7561
16:51:25,verpressen,Au 1,4.43,0.601667,3.828,,4204.62241,gelb,7561
16:51:30,verpressen,Au 1,4.43,4.461667,-0.032,,2209.444334,keine,7561
16:51:36,verpressen,Au 1,2.47,-0.985833,3.456,,1817.440184,keine,7561
16:51:40,verpressen,Au 1,2.45,-1.314167,3.764,,4379.237114,gelb,7561
16:51:46,verpressen,Au 1,2.45,-1.3575,3.808,,4204.036454,gelb,7561
16:51:48,verpressen,Au 1,2.45,-1.3575,3.808,4199.54,4198.372219,gruen,7561
16:51:55,verpressen,Au 1,2.45,-1.3575,3.808,4185.48,4185.481201,gelb,7561
16:52:01,verpressen,Au 1,2.45,1.109167,1.341,4193.29,4193.293939,gelb,7561
16:52:06,verpressen,Au 1,2.45,4.5275,-2.077,4221.03,2276.243248,gruen,7561
16:52:10,verpressen,Au 1,1.25,0.970833,0.279,,1756.305506,keine,7561
16:52:16,verpressen,Au 1,1.16,0.970833,0.189,,1661.576052,keine,756
16:52:21,verpressen,Au 1,1.16,0.970833,0.189,,1640.872295,keine,7561
16:52:25,verpressen,Au 1,1.16,0.970833,0.189,,1633.059557,keine,7561
16:52:31,verpressen,Au 1,0.72,-0.285833,1.006,,1631.497009,keine,7561
16:52:37,verpressen,Au 1,0.71,-0.285833,0.996,,1626.614048,keine,7561
16:52:41,verpressen,Au 1,0.71,-0.285833,0.996,,1628.957869,keine,7561
16:52:45,verpressen,Au 1,0.71,-0.285833,0.996,,1632.66892,keine,7561
16:52:51,verpressen,Au 1,0.71,-0.285833,0.996,,1622.902997,keine,7561
16:52:56,verpressen,Au 1,0.71,-0.285833,0.996,,1616.848125,keine,7561
16:53:00,verpressen,Au 1,0.71,-0.285833,0.996,,1618.605991,keine,7561
16:53:06,verpressen,Au 1,0.71,-0.285833,0.996,,1617.629398,keine,7561
16:53:11,verpressen,Au 1,0.71,-0.285833,0.996,,1619.387265,keine,7561
16:53:16,verpressen,Au 1,0.71,-0.285833,0.996,,1619.387265,keine,7561
16:53:20,verpressen,Au 1,0.71,-0.285833,0.996,,1620.949812,keine,7561
16:53:26,verpressen,Au 1,0.71,-0.285833,0.996,,1617.824717,keine,7561
16:53:30,verpressen,Au 1,0.71,-0.285833,0.996,,1624.856182,keine,7561
16:53:36,verpressen,Au 1,0.71,-0.285833,0.996,,1618.605991,keine,7561
16:53:41,verpressen,Au 1,0.71,-0.285833,0.996,,1618.215354,keine,7561
